   10       3.357840
   50       4.173260
  100       4.068800
  200       5.571920
  400       7.131900
  600       9.511040
  800      11.983000
 1000      14.881840
 1200      14.349820
 1400      17.766880
 1600      19.937640
 1800      21.993180
 2000      26.535320
