   10      	0.693600
   50       1.123960
  100       1.264240
  200       1.506800
  400       1.977200
  600       2.706040
  800       3.379520
 1000       3.785440
 1200       5.200060
 1400       5.449620
 1600       6.092880
 1800       6.604380
 2000       7.221360
