   10      50.323640
   50      51.211920
  100      49.049980
  200      63.023720
  400      75.872720
  600      77.385780
  800      89.751960
 1000      91.459920
 1200     106.440000
 1400     114.972620
 1600     125.143040
 1800     129.177260
 2000     118.543520
